auroc,auprc,f1,recall,precision,specificity,accuracy,fold
0.6022727272727273,0.36601692348533,0.125,0.07142857142857142,0.5,0.9772727272727273,0.7586206896551724,1
0.5762987012987012,0.30264579784880685,0.25,0.21428571428571427,0.3,0.8409090909090909,0.6896551724137931,2
0.6972402597402597,0.48046535195350426,0.48,0.42857142857142855,0.5454545454545454,0.8863636363636364,0.7758620689655172,3
0.5094017094017094,0.2327803180014825,0.1935483870967742,0.23076923076923078,0.16666666666666666,0.6666666666666666,0.5689655172413793,4
0.6398601398601399,0.36970616574197135,0.37037037037037035,0.38461538461538464,0.35714285714285715,0.7954545454545454,0.7017543859649122,5
0.6542207792207793,0.3539842070425998,0.2608695652173913,0.21428571428571427,0.3333333333333333,0.8636363636363636,0.7068965517241379,6
0.7110389610389611,0.39319168803014065,0.3333333333333333,0.2857142857142857,0.4,0.8636363636363636,0.7241379310344828,7
0.6737012987012987,0.5111592575298747,0.45454545454545453,0.35714285714285715,0.625,0.9318181818181818,0.7931034482758621,8
0.3367521367521368,0.20488665334185083,0.4827586206896552,0.5384615384615384,0.4375,0.8,0.7413793103448276,9
0.5104895104895104,0.24988104364585104,0.19047619047619047,0.15384615384615385,0.25,0.8636363636363636,0.7017543859649122,10
0.5535714285714285,0.36597722688994916,0.41379310344827586,0.42857142857142855,0.4,0.7954545454545454,0.7068965517241379,11
0.49837662337662336,0.34638448510665193,0.3125,0.35714285714285715,0.2777777777777778,0.7045454545454546,0.6206896551724138,12
0.6753246753246753,0.3859777981152948,0.4166666666666667,0.35714285714285715,0.5,0.8863636363636364,0.7586206896551724,13
0.5094017094017094,0.31441881653419335,0.25806451612903225,0.3076923076923077,0.2222222222222222,0.6888888888888889,0.603448275862069,14
0.6643356643356643,0.3366927098904471,0.25,0.23076923076923078,0.2727272727272727,0.8181818181818182,0.6842105263157895,15
