"Symbol"
"CDK2"
"CDK4"
"CDK6"
"CDKN1A"
"CDKN2A"
"SIVA1"
"PPP1R13L"
"GADD45G"
"CHEK1"
"CHEK2"
"SESN3"
"DDB2"
"GADD45A"
"RCHY1"
"ZNF385A"
"BBC3"
"SESN1"
"SFN"
"APAF1"
"IGF1"
"IGFBP3"
"FAS"
"CD82"
"MDM2"
"MDM4"
"GADD45B"
"ATM"
"RRM2B"
"SERPINE1"
"SHISA5"
"GTSE1"
"SERPINB5"
"PMAIP1"
"CYCS"
"ATR"
"STEAP3"
"PIDD1"
"RPRM"
"PTEN"
"ADGRB1"
"BAX"
"CCND1"
"BCL2"
"BCL2L1"
"RRM2"
"BID"
"TP53AIP1"
"PERP"
"COP1"
"ZMAT3"
"SIAH1"
"THBS1"
"TP53"
"TP73"
"TSC2"
"CASP3"
"SESN2"
"CASP8"
"CASP9"
"AIFM2"
"PPM1D"
"TNFRSF10B"
"TNFRSF10A"
"CCNB1"
"CCND2"
"CCND3"
"CCNE1"
"CCNG1"
"CCNG2"
"CCNB2"
"CCNE2"
"GORAB"
"EI24"
"TP53I3"
"CDK1"
