"Symbol"
"AKT3"
"BCL2L11"
"C8orf44-SGK3"
"SGK2"
"LPAR6"
"CDK2"
"CDK4"
"CDK6"
"CDKN1A"
"CDKN1B"
"IGH"
"LAMC3"
"CREB3"
"GNB5"
"YWHAQ"
"CHAD"
"P3R3URF-PIK3R3"
"CDC37"
"CHRM1"
"CHRM2"
"CHUK"
"THEM4"
"PIK3AP1"
"EFNA4-EFNA3"
"COL1A1"
"COL1A2"
"COL2A1"
"COL4A1"
"COL4A2"
"COL4A3"
"COL4A4"
"COL4A5"
"COL4A6"
"COL6A1"
"COL6A2"
"COL6A3"
"COL9A1"
"COL9A2"
"COL9A3"
"COMP"
"COL6A6"
"CREB1"
"ATF2"
"ATF6B"
"CSF1"
"CSF1R"
"CSF3"
"CSF3R"
"CSH1"
"CSH2"
"CSHL1"
"PIK3R6"
"CREB3L4"
"LPAR1"
"EFNA1"
"EFNA2"
"EFNA3"
"EFNA4"
"EFNA5"
"EGF"
"EGFR"
"EPHA2"
"EIF4B"
"EIF4E"
"EIF4EBP1"
"CRTC2"
"EPO"
"EPOR"
"ERBB2"
"ERBB3"
"ERBB4"
"EREG"
"AKT1"
"AKT2"
"F2R"
"FGF1"
"FGF2"
"FGF3"
"FGF4"
"FGF5"
"FGF6"
"FGF7"
"FGF8"
"FGF9"
"FGF10"
"FGFR1"
"FGFR3"
"FGFR2"
"FGFR4"
"VEGFD"
"LAMB4"
"ITGA11"
"PHLPP2"
"FOXO3"
"FLT1"
"FLT3"
"FLT3LG"
"PHLPP1"
"FLT4"
"FN1"
"PIK3R5"
"LPAR3"
"SGK3"
"MTOR"
"EIF4E1B"
"G6PC1"
"COL6A5"
"FGF20"
"FGF21"
"GDNF"
"GH1"
"GH2"
"GHR"
"FGF22"
"GNB1"
"GNB2"
"GNB3"
"GNG3"
"GNG4"
"GNG5"
"GNG7"
"GNG10"
"GNG11"
"GNGT1"
"GNGT2"
"PPP2R3B"
"ANGPT1"
"LAMA1"
"LPAR4"
"ANGPT2"
"GRB2"
"GSK3B"
"PKN3"
"GYS1"
"GYS2"
"HGF"
"NR4A1"
"HRAS"
"HSP90AA1"
"HSP90AB1"
"TNC"
"IBSP"
"IFNA1"
"IFNA2"
"IFNA4"
"IFNA5"
"IFNA6"
"IFNA7"
"IFNA8"
"IFNA10"
"IFNA13"
"IFNA14"
"IFNA16"
"IFNA17"
"IFNA21"
"IFNAR1"
"IFNAR2"
"IFNB1"
"IGF1"
"IGF1R"
"IGF2"
"IKBKB"
"IL2"
"IL2RA"
"FASLG"
"IL2RB"
"IL2RG"
"IL3"
"IL3RA"
"IL4"
"IL4R"
"IL6"
"IL6R"
"IL7"
"IL7R"
"INS"
"INSR"
"ITGA6"
"IRS1"
"ITGA1"
"ITGA2"
"ITGA2B"
"ITGA3"
"ITGA4"
"ITGA5"
"ITGA7"
"ITGA9"
"ITGAV"
"ITGB1"
"ITGB3"
"ITGB4"
"ITGB5"
"ITGB6"
"ITGB7"
"ITGB8"
"JAK1"
"JAK2"
"JAK3"
"AREG"
"KDR"
"KIT"
"KRAS"
"LAMA2"
"LAMA3"
"LAMA4"
"LAMA5"
"LAMB1"
"LAMB2"
"LAMB3"
"LAMC1"
"LAMC2"
"MCL1"
"MDM2"
"MET"
"KITLG"
"MTCP1"
"MYB"
"MYC"
"ATF4"
"NFKB1"
"NGF"
"NGFR"
"NOS3"
"NRAS"
"NRTN"
"NTF3"
"NTF4"
"NTRK1"
"NTRK2"
"OSM"
"PCK1"
"PCK2"
"ANGPT4"
"PDGFA"
"PDGFB"
"PDGFRA"
"PDGFRB"
"PDPK1"
"GNG13"
"PGF"
"PIK3CA"
"PIK3CB"
"PIK3CD"
"PIK3CG"
"PIK3R1"
"PIK3R2"
"GNG2"
"DDIT4"
"PPP2R3C"
"PPP2CA"
"PPP2CB"
"PPP2R1A"
"PPP2R1B"
"PPP2R2A"
"PPP2R2B"
"PPP2R2C"
"PPP2R3A"
"PPP2R5A"
"PPP2R5B"
"PPP2R5C"
"PPP2R5D"
"PPP2R5E"
"PRKAA1"
"PRKAA2"
"PRKCA"
"PPP2R2D"
"PKN1"
"PKN2"
"MAPK1"
"MAPK3"
"GNG12"
"PDGFC"
"MAP2K1"
"MAP2K2"
"PRL"
"PRLR"
"PSPN"
"RELN"
"LPAR5"
"BAD"
"PTEN"
"PTK2"
"RPTOR"
"G6PC2"
"RAC1"
"RAF1"
"RBL2"
"GNB4"
"CCND1"
"BCL2"
"RELA"
"RET"
"BCL2L1"
"RHEB"
"RPS6"
"RPS6KB1"
"RPS6KB2"
"RXRA"
"BDNF"
"TNN"
"MLST8"
"SGK1"
"CREB3L2"
"SOS1"
"SOS2"
"SPP1"
"BRCA1"
"STK11"
"SYK"
"TEK"
"TGFA"
"THBS1"
"THBS2"
"THBS3"
"THBS4"
"TLR2"
"TLR4"
"TNR"
"TNXB"
"TP53"
"HSP90B1"
"TSC1"
"TSC2"
"VEGFA"
"VEGFB"
"VEGFC"
"VTN"
"VWF"
"YWHAB"
"YWHAE"
"YWHAG"
"YWHAH"
"YWHAZ"
"PDGFD"
"FGF23"
"TCL1A"
"CASP9"
"CREB3L3"
"PIK3R3"
"ITGA10"
"ITGA8"
"IKBKG"
"FGF18"
"FGF17"
"FGF16"
"CCND2"
"CCND3"
"CCNE1"
"ARTN"
"CREB3L1"
"CCNE2"
"LPAR2"
"OSMR"
"MAGI1"
"G6PC3"
"CD19"
"GNG8"
"EIF4E2"
"CREB5"
"TCL1B"
"MAGI2"
"FGF19"
