"Symbol"
"AKT3"
"PLA2G4B"
"RASGRP1"
"RASGRP2"
"CACNG3"
"CACNG2"
"TAB1"
"MAP3K2"
"GADD45G"
"MAP4K1"
"DUSP10"
"CHUK"
"RASGRP4"
"PLA2G4E"
"EFNA4-EFNA3"
"MAP3K8"
"ATF2"
"CRK"
"CRKL"
"MAPK14"
"CSF1"
"CSF1R"
"DAXX"
"GADD45A"
"DDIT3"
"DUSP1"
"DUSP2"
"DUSP3"
"DUSP4"
"DUSP5"
"DUSP6"
"DUSP7"
"DUSP8"
"DUSP9"
"EFNA1"
"EFNA2"
"EFNA3"
"EFNA4"
"EFNA5"
"EGF"
"EGFR"
"EPHA2"
"ELK1"
"ELK4"
"ERBB2"
"ERBB3"
"ERBB4"
"EREG"
"AKT1"
"AKT2"
"MECOM"
"FGF1"
"FGF2"
"FGF3"
"FGF4"
"FGF5"
"FGF6"
"FGF7"
"FGF8"
"FGF9"
"FGF10"
"FGFR1"
"FGFR3"
"FGFR2"
"FGFR4"
"VEGFD"
"RRAS2"
"MRAS"
"TAB2"
"FLNA"
"MAPK8IP3"
"FLT1"
"FLT3"
"FLT3LG"
"FLT4"
"FOS"
"MAPK8IP2"
"PLA2G4F"
"RASGRP3"
"FGF20"
"FGF21"
"GDNF"
"FGF22"
"CACNG5"
"CACNG4"
"RPS6KA6"
"GNA12"
"PLA2G4D"
"ANGPT1"
"ANGPT2"
"MKNK2"
"GRB2"
"HGF"
"NR4A1"
"HRAS"
"HSPA1A"
"HSPA1B"
"HSPA1L"
"HSPA6"
"HSPA8"
"HSPB1"
"IGF1"
"IGF1R"
"IGF2"
"FAS"
"IKBKB"
"IL1A"
"IL1B"
"IL1R1"
"IL1RAP"
"FASLG"
"INS"
"INSR"
"IRAK1"
"ARAF"
"JUN"
"JUND"
"AREG"
"KDR"
"KIT"
"KRAS"
"STMN1"
"ARRB1"
"ARRB2"
"MAPT"
"MAX"
"MEF2C"
"MAP3K1"
"MAP3K3"
"MAP3K4"
"MAP3K5"
"MET"
"KITLG"
"MAP3K9"
"MAP3K10"
"MAP3K11"
"MYC"
"MYD88"
"GADD45B"
"ATF4"
"NF1"
"NFATC1"
"NFATC3"
"NFKB1"
"NFKB2"
"NGF"
"NGFR"
"NRAS"
"NRTN"
"NTF3"
"NTF4"
"NTRK1"
"NTRK2"
"PAK1"
"PAK2"
"IRAK4"
"ECSIT"
"TAOK3"
"ANGPT4"
"PDGFA"
"PDGFB"
"PDGFRA"
"PDGFRB"
"NLK"
"MAP3K20"
"PGF"
"PLA2G4A"
"PPM1A"
"PPM1B"
"PPP3CA"
"PPP3CB"
"PPP3CC"
"PPP3R1"
"PPP3R2"
"PPP5C"
"PRKACA"
"PRKACB"
"PRKACG"
"PRKCA"
"PRKCB"
"CACNA2D3"
"PRKCG"
"MAPK1"
"MAPK3"
"GNG12"
"MAPK7"
"MAPK8"
"MAPK11"
"MAPK9"
"MAPK10"
"MAPK13"
"PDGFC"
"MAP2K1"
"MAP2K2"
"MAP2K3"
"MAP2K5"
"MAP2K6"
"MAP2K7"
"PSPN"
"TAOK1"
"PTPN7"
"PTPRR"
"MAP4K2"
"RAC1"
"RAC2"
"RAC3"
"RAF1"
"RAP1A"
"RAP1B"
"RASA1"
"RASA2"
"RASGRF1"
"RASGRF2"
"CACNG8"
"CACNG7"
"CACNG6"
"RELA"
"RELB"
"RET"
"RPS6KA1"
"RPS6KA2"
"RPS6KA3"
"RRAS"
"BDNF"
"MAPK12"
"MAP2K4"
"SOS1"
"SOS2"
"SRF"
"BRAF"
"STK3"
"STK4"
"MAP3K7"
"TEK"
"TGFA"
"TGFB1"
"TGFB2"
"TGFB3"
"TGFBR1"
"TGFBR2"
"TNF"
"TNFRSF1A"
"TP53"
"TRAF2"
"TRAF6"
"VEGFA"
"VEGFB"
"VEGFC"
"CACNA1A"
"CACNA1B"
"CACNA1C"
"CACNA1D"
"CACNA1E"
"CACNA1F"
"MAP3K12"
"CACNA1S"
"CACNA2D1"
"CACNB1"
"CACNB2"
"CACNB3"
"CACNB4"
"CACNG1"
"MAPKAPK3"
"PDGFD"
"FGF23"
"DUSP16"
"CASP3"
"MAP3K21"
"PTPN5"
"MAP4K3"
"IKBKG"
"MAPKAPK5"
"MKNK1"
"PLA2G4C"
"LAMTOR3"
"JMJD7-PLA2G4B"
"TRADD"
"FGF18"
"FGF17"
"FGF16"
"CACNA1I"
"CACNA1H"
"CACNA1G"
"RPS6KA4"
"MAP3K14"
"ARTN"
"MAP3K6"
"MAP3K13"
"RPS6KA5"
"CACNA2D2"
"MAPKAPK2"
"CD14"
"TAOK2"
"CACNA2D4"
"MAP4K4"
"MAPK8IP1"
"RAPGEF2"
"CDC25B"
"FGF19"
"CDC42"
