"Symbol"
"FRAT1"
"TLE7"
"TPTEP2-CSNK1E"
"APC2"
"WIF1"
"FZD10"
"CSNK1A1L"
"CREBBP"
"PRICKLE1"
"CSNK1A1"
"CSNK1E"
"CSNK2A1"
"CSNK2A2"
"CSNK2B"
"NOTUM"
"APCDD1"
"CTBP1"
"CTBP2"
"CTNNB1"
"CTNND2"
"APCDD1L"
"PRICKLE2"
"DVL1"
"DVL2"
"DVL3"
"EP300"
"GPC4"
"DKK1"
"DAAM1"
"PLCB1"
"FBXW11"
"FRAT2"
"SIRT1"
"DAAM2"
"FRZB"
"FZD2"
"CBY1"
"BAMBI"
"CACYBP"
"DKK4"
"DKK2"
"INVS"
"CSNK2A3"
"RSPO1"
"GSK3B"
"PRICKLE4"
"APC"
"RSPO2"
"RSPO4"
"JUN"
"RHOA"
"PRICKLE3"
"LRP6"
"LRP5"
"SMAD3"
"SMAD4"
"MCC"
"MMP7"
"CCDC88C"
"MYC"
"NFATC1"
"NFATC2"
"NFATC3"
"NFATC4"
"ROR1"
"ROR2"
"SOST"
"LEF1"
"WNT16"
"NLK"
"SERPINF1"
"PLCB2"
"PLCB3"
"PLCB4"
"WNT4"
"PPARD"
"RNF43"
"PPP3CA"
"PPP3CB"
"PPP3CC"
"PPP3R1"
"PPP3R2"
"LGR4"
"PRKACA"
"PRKACB"
"PRKACG"
"PRKCA"
"PRKCB"
"PRKCG"
"MAPK8"
"MAPK9"
"MAPK10"
"PSEN1"
"CTNNBIP1"
"VANGL2"
"CHD8"
"CCAR2"
"RAC1"
"RAC2"
"RAC3"
"SENP2"
"LGR6"
"CCND1"
"RYK"
"SFRP1"
"SFRP2"
"SFRP4"
"SFRP5"
"SOX17"
"SIAH1"
"PORCN"
"SKP1"
"MAP3K7"
"TBL1X"
"TCF7"
"TCF7L2"
"TLE1"
"TLE2"
"TLE3"
"TLE4"
"TP53"
"WNT1"
"WNT2"
"WNT3"
"WNT5A"
"WNT6"
"WNT7A"
"WNT7B"
"WNT8A"
"WNT8B"
"WNT10B"
"WNT11"
"WNT2B"
"WNT9A"
"WNT9B"
"FZD5"
"TBL1XR1"
"FZD3"
"TLE6"
"CXXC4"
"WNT10A"
"FOSL1"
"WNT5B"
"CAMK2A"
"CAMK2B"
"CAMK2D"
"CAMK2G"
"VANGL1"
"AXIN1"
"AXIN2"
"FZD1"
"FZD4"
"FZD6"
"FZD7"
"FZD8"
"FZD9"
"TCF7L1"
"ZNRF3"
"LZTS2"
"CUL1"
"RSPO3"
"NKD1"
"NKD2"
"LGR5"
"RUVBL1"
"CCN4"
"CCND2"
"BTRC"
"CCND3"
"WNT3A"
"TBL1Y"
"CER1"
"ROCK2"
"RBX1"
